,caption,video_id,sen_id
55640,a guy talking about beiimann love,video4662,55640
125760,iggy izalea raps and walks towards a cowboy holding a whip,video4663,125760
76620,a cartoon character gets hit with pots and pans,video4664,76620
69060,a child preforms a song on stage,video4665,69060
17140,a basket is holding eggs,video4666,17140
132960,a woman is describing a recipe and talking about the importance of having good beef for the recipe,video4667,132960
37140,a few guys talk around a table,video4668,37140
11980,a boy at a table talking about a toy truck,video4669,11980
56840,a man describing about something,video467,56840
55900,a host interviews a man about how the government exploits innocent americans,video4670,55900
16460,a boy is riding a bike another boy is riding a quad,video4671,16460
76400,a cartoon depicts a man speaking to a frightening shadowy figure,video4672,76400
12960,a boy searching for some item,video4673,12960
36860,a game is being played,video4674,36860
62860,a character runs around in minecraft,video4675,62860
120320,there are two men explaining about the deepness of eyes,video4676,120320
104000,the super hero spider-man plays basketball and performs some tricks,video4677,104000
84780,a fashion show featuring models on a runway,video4678,84780
114340,a huge tornado spins through the sky as lightning flashes,video4679,114340
88400,a clip showing an asian man working on a piece of equipment,video468,88400
6700,a advertisement of a tv show,video4680,6700
43540,a man is hitting his finger on his hand,video4681,43540
63600,a cartoon of a murder,video4682,63600
91460,a clip of a football game,video4683,91460
3200,3 woman talking in a living room,video4684,3200
74820,a cartoon character sitting on a fountain and singing to sheep,video4685,74820
73220,a bunch of interviewers are judging and laughing at a play,video4686,73220
40640,a girl is going over a hair product,video4687,40640
20180,a band is performing a song,video4688,20180
125960,there is a women practicing at a volley ball court,video4689,125960
7620,a baby and a cat are in a bassinet,video469,7620
55800,a horror show on the screen,video4690,55800
72720,a bunch of people having a meeting in a restaurant,video4691,72720
62260,a chef explaining something to a male and female,video4692,62260
85940,a dachshund helps a person play the banjo,video4693,85940
114400,a man in black dressing is walking on the floor,video4694,114400
83680,a doll is kicking another doll,video4695,83680
46440,a man folds a red piece of paper,video4696,46440
19800,a band is performing a song on stage,video4697,19800
64000,a cartoon is displaying various vehicles,video4698,64000
82320,a couple is talking to another couple in a yellw room,video4699,82320
4980,a band is in a studio recording a song,video47,4980
135280,a large explosion is followed by a man in a black top hat,video470,135280
39480,a girl is doing changing her clothes,video4700,39480
119060,a women in white dress is talking to another women,video4701,119060
32860,a group of people on the streets looking worried,video4702,32860
136820,there is a woman in white is clapping with a woman,video4703,136820
132380,there is a black tshirt man is talking from a office,video4704,132380
61100,a cgi cat is falling out of a fridge and a cgi poodle is headbanging,video4705,61100
101880,a girl is in a very happy mood and going on saying something,video4706,101880
110000,a man in a green and blue shirt uncovers a truffle a person in a white uniform rolls a cart of white cheese,video4707,110000
40220,a girl is performing for a group of judges,video4708,40220
25680,a big cat wades in a stream on a leash,video4709,25680
93760,a computer generated video describes facts about the planet pluto,video471,93760
5380,a band is per,video4710,5380
128480,rugby athletes pass and kick the ball down a grassy field,video4711,128480
107480,three folded snowflakes are placed on a table  aperson picks it up and unfolds it,video4712,107480
102240,a person is taking the video and describing the great canyon,video4713,102240
2300,1st remove rotor assembly,video4714,2300
48200,a russian debate with loud music,video4715,48200
123240,a man in a bright blue and green jacket holds a microphone and speaks to a crowd of people,video4716,123240
89400,a clip of young gymanists performing,video4717,89400
101120,a lady in bikini takes  a walk accompanied by many people,video4718,101120
104700,a large crowd has gathered around a place and everyone seems to be in their own world,video4719,104700
120760,a brown horse puts his head over the fence while a woman in a purple shirt pets him,video472,120760
27340,a group of man and a woman talking about something,video4720,27340
115420,ingredients for preparing food are kept in a table,video4721,115420
75000,a cartoon character is collecting money off the ground,video4722,75000
82500,a couple is kissing each other,video4723,82500
135080,a guy just fell and some men are running to help him,video4724,135080
54980,a guy throws a green paper plane inside his house,video4725,54980
116360, mountains and trees covered with snow and a small water fall,video4726,116360
24080,a beautiful woman wears a dress that has flowers on it,video4727,24080
100880,a man in pink dancing infront  of a shop,video4728,100880
139920,a man cooking some meat using olive oil,video4729,139920
53860,a level was cleared in a game,video473,53860
65200,a cartoon television show,video4730,65200
33880,a group of women in bikinis are playing with chocolate syrup,video4731,33880
132700,a tv debate with 5 persons discussing about the donald trump and carson,video4732,132700
103780,a group of people are gathered around waiting for an exciting event to take place,video4733,103780
112060,the man explains the new method and technology of the scanning of vains,video4734,112060
73980,a bunch of soccer players from japan hug,video4735,73980
38980,a girl is dancing in a swimming pool,video4736,38980
6500,a animated chicken is dancing,video4737,6500
69660,a child is singing,video4738,69660
134700,a women with curly hair is talking to someone,video4739,134700
102700,various monsters are summoned as asian warriors gear up to battle,video474,102700
15580,a boy is jumping on a trampoline,video4740,15580
